"","datetime","Streamflow_mm_day"
"264",2022-03-01,0
"265",2022-03-02,8.7889956235959e-08
"266",2022-03-03,0
"267",2022-03-04,7.03119649887672e-07
"268",2022-03-05,0
"269",2022-03-06,0
"270",2022-03-07,0
"271",2022-03-08,0
"272",2022-03-09,0
"273",2022-03-10,0
"274",2022-03-11,0
"275",2022-03-12,0
"276",2022-03-13,0
"277",2022-03-14,0
"278",2022-03-15,0
"279",2022-03-16,0
"280",2022-03-17,0
"281",2022-03-18,0
"282",2022-03-19,0
"283",2022-03-20,0
"284",2022-03-21,0
"285",2022-03-22,0
"286",2022-03-23,0
"287",2022-03-24,0
"288",2022-03-25,0
"289",2022-03-26,0
"290",2022-03-27,0
"291",2022-03-28,0
"292",2022-03-29,0.000228374216498907
"293",2022-03-30,4.21876409507344e-05
"294",2022-03-31,2.19724890589897e-06
"295",2022-04-01,0
"296",2022-04-02,0
"297",2022-04-03,0
"298",2022-04-04,0
"299",2022-04-05,0
"300",2022-04-06,0
"301",2022-04-07,0
"302",2022-04-08,0
"303",2022-04-09,0
"304",2022-04-10,0
"305",2022-04-11,4.39449781179795e-07
"306",2022-04-12,0
"307",2022-04-13,0
"308",2022-04-14,0
"309",2022-04-15,6.15229693651713e-07
"310",2022-04-16,4.39449781179795e-07
"311",2022-04-17,3.51559824943836e-07
"312",2022-04-18,1.75779912471918e-06
"313",2022-04-19,3.69137816191028e-06
"314",2022-04-20,9.51376034906486e-06
"315",2022-04-21,0.000121276989829648
"316",2022-04-22,0.000166517841925258
"317",2022-04-23,7.5199279862976e-05
"318",2022-04-24,8.23290865671648e-05
"319",2022-04-25,0.000147092430337548
"320",2022-04-26,0.000128496016554986
"321",2022-04-27,8.55998301284398e-05
"322",2022-04-28,2.33606265059536e-05
"323",2022-04-29,3.63652587635798e-05
"324",2022-04-30,1.12499143982028e-05
"325",2022-05-01,4.04293798685411e-06
"326",2022-05-02,0
"327",2022-05-03,0
"328",2022-05-04,2.72458864331473e-06
"329",2022-05-05,0
"330",2022-05-06,0
"331",2022-05-07,0
"332",2022-05-08,0
"333",2022-05-09,0
"334",2022-05-10,0
"335",2022-05-11,0
"336",2022-05-12,0
"337",2022-05-13,0
"338",2022-05-14,0
"339",2022-05-15,0
"340",2022-05-16,0
"341",2022-05-17,0
"342",2022-05-18,0
"343",2022-05-19,0
"344",2022-05-20,0
"345",2022-05-21,0
"346",2022-05-22,0
"347",2022-05-23,0
"348",2022-05-24,0
"349",2022-05-25,0
"350",2022-05-26,0
"351",2022-05-27,0
"352",2022-05-28,0
"353",2022-05-29,0
"354",2022-05-30,0
"355",2022-05-31,0
"356",2022-06-01,0
"357",2022-06-02,0
"358",2022-06-03,0
"359",2022-06-04,0
"360",2022-06-05,0
